epoch,phase,loss,accuracy
0,val,0.69243985414505,0.515625
0,val,0.6912906169891357,0.5325203537940979
0,train,0.6795408129692078,0.7083333134651184
1,val,0.691155195236206,0.5325203537940979
1,train,0.7007346153259277,0.4166666567325592
2,val,0.6917868256568909,0.5325203537940979
2,train,0.6862061619758606,0.625
3,val,0.6912661790847778,0.5325203537940979
3,train,0.6891524791717529,0.5833333134651184
4,val,0.6911149024963379,0.5325203537940979
4,train,0.6845076084136963,0.625
5,val,0.690670907497406,0.5325203537940979
5,train,0.6969826221466064,0.5
6,val,0.6916974782943726,0.5325203537940979
6,train,0.6976767182350159,0.4166666567325592
7,val,0.6921334266662598,0.5325203537940979
7,train,0.6922912001609802,0.5416666865348816
8,val,0.6913672685623169,0.5325203537940979
8,train,0.7006548047065735,0.4166666567325592
9,val,0.6921755075454712,0.5325203537940979
9,train,0.6911998391151428,0.5
10,val,0.691800594329834,0.5325203537940979
10,train,0.6945859789848328,0.4583333432674408
11,val,0.6910049915313721,0.5325203537940979
11,train,0.688859224319458,0.5833333134651184
12,val,0.6914069652557373,0.5325203537940979
12,train,0.711421012878418,0.25
13,val,0.6923730373382568,0.5325203537940979
13,train,0.6841157078742981,0.625
14,val,0.6912680268287659,0.5325203537940979
14,train,0.7003650069236755,0.4166666567325592
15,val,0.6912442445755005,0.5325203537940979
15,train,0.6883948445320129,0.5833333134651184
16,val,0.6905447840690613,0.5325203537940979
16,train,0.7094268202781677,0.375
17,val,0.6921023726463318,0.5325203537940979
17,train,0.6875333189964294,0.5833333134651184
18,val,0.6913947463035583,0.5325203537940979
18,train,0.6919410824775696,0.5833333134651184
19,val,0.6910696029663086,0.5325203537940979
19,train,0.6895065903663635,0.5416666865348816
20,val,0.6912857890129089,0.5325203537940979
20,train,0.698672354221344,0.4166666567325592
21,val,0.6913279294967651,0.5325203537940979
21,train,0.6772893071174622,0.75
22,val,0.6912860870361328,0.5325203537940979
22,train,0.6834325790405273,0.625
23,val,0.690707802772522,0.5325203537940979
23,train,0.6834709048271179,0.625
24,val,0.6908885836601257,0.5325203537940979
24,train,0.692925751209259,0.5
25,val,0.690621554851532,0.5325203537940979
25,train,0.6801178455352783,0.6666666865348816
26,val,0.6905691623687744,0.5325203537940979
26,train,0.6922687888145447,0.5416666865348816
27,val,0.6920353174209595,0.5325203537940979
27,train,0.6926724910736084,0.5833333134651184
28,val,0.6912055015563965,0.5325203537940979
28,train,0.6943945288658142,0.4583333432674408
29,val,0.6910001039505005,0.5325203537940979
29,train,0.6768694519996643,0.7083333134651184
30,val,0.6904370188713074,0.5325203537940979
30,train,0.70005202293396,0.4166666567325592
31,val,0.6916316747665405,0.5325203537940979
31,train,0.6915314793586731,0.5416666865348816
32,val,0.6914458274841309,0.5325203537940979
32,train,0.6903266906738281,0.5416666865348816
33,val,0.6909488439559937,0.5325203537940979
33,train,0.6970219612121582,0.5
34,val,0.6907781958580017,0.5325203537940979
34,train,0.6777894496917725,0.6666666865348816
35,val,0.6909579634666443,0.5325203537940979
35,train,0.7014464735984802,0.4166666567325592
36,val,0.6912102699279785,0.5325203537940979
36,train,0.6958511471748352,0.4583333432674408
37,val,0.69135981798172,0.5325203537940979
37,train,0.6978435516357422,0.375
38,val,0.6916899681091309,0.5325203537940979
38,train,0.7014989256858826,0.3333333432674408
39,val,0.691600501537323,0.5325203537940979
39,train,0.694633960723877,0.4583333432674408
40,val,0.6916214823722839,0.5325203537940979
40,train,0.6890377998352051,0.5416666865348816
41,val,0.6915319561958313,0.5325203537940979
41,train,0.6887571215629578,0.5416666865348816
42,val,0.691006064414978,0.5325203537940979
42,train,0.6970977783203125,0.5
43,val,0.6906670928001404,0.5325203537940979
43,train,0.6950505375862122,0.4166666567325592
44,val,0.6908548474311829,0.5325203537940979
44,train,0.6829167008399963,0.625
45,val,0.6905938982963562,0.5325203537940979
45,train,0.7186750769615173,0.2916666567325592
46,val,0.6925259828567505,0.5325203537940979
46,train,0.6874623894691467,0.7083333134651184
47,val,0.6908648610115051,0.5325203537940979
47,train,0.6961979866027832,0.5
48,val,0.6906313896179199,0.5325203537940979
48,train,0.7077286243438721,0.3333333432674408
49,val,0.691536009311676,0.5325203537940979
49,train,0.6967733502388,0.375
50,val,0.6912175416946411,0.5325203537940979
50,train,0.6991331577301025,0.4583333432674408
51,val,0.6917194128036499,0.5325203537940979
