epoch,phase,loss,accuracy
0,val,0.6925672292709351,0.515625
0,val,0.6920759081840515,0.5325203537940979
0,train,0.6930860877037048,0.5416666865348816
1,val,0.6906395554542542,0.5325203537940979
1,train,0.6930021643638611,0.5
2,val,0.693507730960846,0.5203251838684082
2,train,0.6919313073158264,0.4583333432674408
3,val,0.6921989917755127,0.5325203537940979
3,train,0.6880900859832764,0.7083333134651184
4,val,0.6903910040855408,0.5325203537940979
4,train,0.6962065100669861,0.5
5,val,0.6910095810890198,0.5325203537940979
5,train,0.6994891166687012,0.4583333432674408
6,val,0.691862940788269,0.5325203537940979
6,train,0.6950381398200989,0.4583333432674408
7,val,0.6915820240974426,0.5325203537940979
7,train,0.6910936832427979,0.5416666865348816
8,val,0.6912131905555725,0.5325203537940979
8,train,0.6887198090553284,0.5833333134651184
9,val,0.6909204721450806,0.5325203537940979
9,train,0.7066814303398132,0.3333333432674408
10,val,0.6919037699699402,0.5325203537940979
10,train,0.6843242049217224,0.75
11,val,0.6907213926315308,0.5325203537940979
11,train,0.7021302580833435,0.4166666567325592
12,val,0.6913266777992249,0.5325203537940979
12,train,0.6917564272880554,0.5416666865348816
13,val,0.691055417060852,0.5325203537940979
13,train,0.6932210326194763,0.5
14,val,0.6897929310798645,0.5325203537940979
14,train,0.6951767802238464,0.4583333432674408
15,val,0.6918700933456421,0.5325203537940979
15,train,0.6899572014808655,0.7083333134651184
16,val,0.6894630789756775,0.5325203537940979
16,train,0.685064971446991,0.5833333134651184
17,val,0.6883202195167542,0.5325203537940979
17,train,0.7047553658485413,0.4166666567325592
18,val,0.6816511750221252,0.5325203537940979
18,train,0.6893345713615417,0.4583333432674408
19,val,0.6718429327011108,0.6341463327407837
19,train,0.6465710401535034,0.6666666865348816
20,val,0.661494255065918,0.6178861856460571
20,train,0.7189162373542786,0.4166666567325592
21,val,0.6499125361442566,0.642276406288147
21,train,0.6623244881629944,0.7083333134651184
22,val,0.6769753694534302,0.6178861856460571
22,train,0.7492823004722595,0.5833333134651184
23,val,0.6400916576385498,0.6666666865348816
