epoch,phase,loss,accuracy
0,val,0.6924716234207153,0.515625
0,val,0.6938655972480774,0.45121949911117554
0,train,0.6936560273170471,0.4583333432674408
1,val,0.6903866529464722,0.5325203537940979
1,train,0.6972434520721436,0.4583333432674408
2,val,0.6913388967514038,0.5325203537940979
2,train,0.6909772753715515,0.5416666865348816
3,val,0.690233051776886,0.5325203537940979
3,train,0.7027227282524109,0.4166666567325592
4,val,0.6911783814430237,0.5325203537940979
4,train,0.6928468346595764,0.5
5,val,0.6883145570755005,0.5325203537940979
5,train,0.6862943768501282,0.625
6,val,0.6885148882865906,0.5325203537940979
6,train,0.6951060891151428,0.4583333432674408
7,val,0.6847842931747437,0.5325203537940979
7,train,0.6878488659858704,0.5416666865348816
8,val,0.7096354365348816,0.45121949911117554
8,train,0.6618211269378662,0.6666666865348816
9,val,0.6820597648620605,0.5325203537940979
9,train,0.7116006016731262,0.375
10,val,0.674918532371521,0.6056910753250122
10,train,0.7037193179130554,0.5
11,val,0.6618037819862366,0.5406504273414612
11,train,0.6414634585380554,0.5416666865348816
12,val,0.6718881726264954,0.6219512224197388
12,train,0.6229036450386047,0.6666666865348816
13,val,0.649127185344696,0.5853658318519592
13,train,0.6300341486930847,0.625
14,val,0.649135947227478,0.630081295967102
14,train,0.6420280933380127,0.5416666865348816
15,val,0.6426023840904236,0.6544715166091919
15,train,0.726058304309845,0.4583333432674408
16,val,0.6374457478523254,0.5975610017776489
16,train,0.6615725159645081,0.6666666865348816
17,val,0.6284298896789551,0.6463414430618286
17,train,0.6092912554740906,0.7083333134651184
18,val,0.6509146690368652,0.6666666865348816
18,train,0.6348460912704468,0.7083333134651184
19,val,0.6799205541610718,0.5813007950782776
19,train,0.630765438079834,0.6666666865348816
20,val,0.630287766456604,0.6504064798355103
20,train,0.6138896346092224,0.6666666865348816
21,val,0.6284960508346558,0.6585366129875183
21,train,0.5619009733200073,0.7083333134651184
22,val,0.590298593044281,0.6585366129875183
22,train,0.50492262840271,0.7916666865348816
23,val,0.6161160469055176,0.6544715166091919
23,train,0.6321786642074585,0.6666666865348816
24,val,0.5968760848045349,0.6788617968559265
24,train,0.7839342951774597,0.5
25,val,0.5879191756248474,0.6951219439506531
25,train,0.6406391859054565,0.7083333134651184
26,val,0.5811491012573242,0.6788617968559265
26,train,0.6748035550117493,0.5833333134651184
27,val,0.5903788208961487,0.6829268336296082
27,train,0.5996082425117493,0.6666666865348816
28,val,0.6030461192131042,0.6219512224197388
28,train,0.68731290102005,0.5416666865348816
29,val,0.5932812094688416,0.7195122241973877
29,train,0.4774755537509918,0.875
30,val,0.6102986931800842,0.6138211488723755
30,train,0.6211972236633301,0.7083333134651184
31,val,0.6111430525779724,0.6707317233085632
31,train,0.7030942440032959,0.625
32,val,0.5976272821426392,0.6829268336296082
32,train,0.7388841509819031,0.625
33,val,0.5855265259742737,0.6626016497612
33,train,0.6141358017921448,0.5833333134651184
34,val,0.606224775314331,0.6707317233085632
34,train,0.6682727336883545,0.5833333134651184
35,val,0.6055288910865784,0.6991869807243347
35,train,0.529141366481781,0.75
36,val,0.5767289400100708,0.6951219439506531
36,train,0.570557713508606,0.7083333134651184
37,val,0.5930588841438293,0.6991869807243347
37,train,0.5169142484664917,0.7916666865348816
38,val,0.5731783509254456,0.6626016497612
38,train,0.658447802066803,0.625
39,val,0.570871889591217,0.7317073345184326
39,train,0.6113289594650269,0.7083333134651184
40,val,0.570963978767395,0.727642297744751
40,train,0.6303739547729492,0.6666666865348816
41,val,0.5748013257980347,0.642276406288147
41,train,0.552769124507904,0.7916666865348816
42,val,0.566116988658905,0.7235772609710693
42,train,0.642223060131073,0.5833333134651184
43,val,0.5591078996658325,0.7154471278190613
43,train,0.6553380489349365,0.6666666865348816
44,val,0.5587552189826965,0.6910569071769714
44,train,0.6228066086769104,0.5833333134651184
45,val,0.5593432784080505,0.7113820910453796
45,train,0.6654420495033264,0.75
46,val,0.5625059008598328,0.6951219439506531
46,train,0.6724364161491394,0.6666666865348816
47,val,0.5673807859420776,0.6666666865348816
47,train,0.6970540881156921,0.6666666865348816
48,val,0.5672086477279663,0.6747967600822449
48,train,0.48632100224494934,0.7916666865348816
49,val,0.577308177947998,0.642276406288147
49,train,0.6159541010856628,0.75
50,val,0.5723734498023987,0.7195122241973877
50,train,0.45476093888282776,0.7916666865348816
51,val,0.5643277168273926,0.6788617968559265
51,train,0.4531358480453491,0.8333333134651184
52,val,0.56832355260849,0.6544715166091919
52,train,0.5086866021156311,0.7916666865348816
53,val,0.5596370697021484,0.7154471278190613
53,train,0.6388422250747681,0.625
54,val,0.5562735199928284,0.707317054271698
54,train,0.5325919985771179,0.7916666865348816
55,val,0.5585559606552124,0.7032520174980164
55,train,0.6767878532409668,0.6666666865348816
56,val,0.5535045266151428,0.7113820910453796
56,train,0.7622883319854736,0.5833333134651184
57,val,0.5932350754737854,0.707317054271698
57,train,0.4377371072769165,0.75
58,val,0.5740404725074768,0.7317073345184326
58,train,0.618022620677948,0.6666666865348816
59,val,0.5679264664649963,0.7357723712921143
59,train,0.5506356358528137,0.75
60,val,0.5533232688903809,0.6991869807243347
60,train,0.5967358946800232,0.75
